ISIN,WKN,Bezeichnung,Anlagegruppe,Anlageuniversum
IE00BLRPQH31,A2P876,"RIZE.U.I-S.F.F. ADLA",ETFs,"ETFs Branchen"
IE00BLRPQJ54,A2P877,"RIZE U.I-ETDL ADLA",ETFs,"ETFs Branchen"
IE00BLRPQL76,A2QFVU,"LG E.C.CNY B.E. DLD",ETFs,"ETFs Sonstige Bonds"
IE00BLRPQP15,A2QFQ5,"LG ESG EMGB 0-5YE DLD",ETFs,"ETFs Sonstige Bonds"
IE00BLRPRD67,A2QFQ4,"LG ESG DL CB E. DLD",ETFs,"ETFs Sonstige Bonds"
IE00BLRPRF81,A2QFP0,"LG E EM CB E. DLD",ETFs,"ETFs Sonstige Bonds"
IE00BLRPRG98,A3GL7C,"WITR MU.AS.I.NTG ETP 2062",ETFs,"ETFs DAX"
IE00BLRPRH06,A3GL7G,"WITR MU.AS.I.VIX ETP 2062",ETFs,"sonstige ETFs"
IE00BLRPRJ20,A3GL7D,"WITR MU.AS.I.NAS ETP 2062",ETFs,"ETFs Nordamerika"
IE00BLRPRK35,A3GL7F,"WITR MU.AS.I.BRC ETP 2062",ETFs,"ETFs DAX"
IE00BLRPRL42,A3GL7E,"WITR MU.AS.I.NA100 3X 62",ETFs,"ETFs Nordamerika"
IE00BLRPRQ96,A3CN9T,RIZE-DI.PA.CR.EC.DLA,ETFs,"ETFs Branchen"
IE00BLRPRR04,A3CN9S,"RIZE-EN.IM.OP. ETFDLA",ETFs,"ETFs Branchen"
IE00BLS09N40,A14JCP,"WITR MU.AS.I. ETP 2062",ETFs,"ETFs Branchen"
IE00BLSN7P11,A2QMF1,"SP500 ESEL E. ADLA",ETFs,"ETFs Nordamerika"
IE00BLSN7W87,A2QMFY,"SP500 ESEL E. AEOA",ETFs,"ETFs Nordamerika"
IE00BLSNMW37,A114UD,"P. SHARES GLO. BUYBACK",ETFs,"sonstige ETFs"
IE00BM67HJ62,A113FC,"X(IE)-FTSE A.WO.X UK 1CLS",ETFs,"ETFs Welt"
IE00BM67HK77,A113FD,"X(IE)-MSCI WO.HE.CA. 1CDL",ETFs,"ETFs Branchen"
IE00BM67HL84,A113FE,"DBX MSCI WORLD FINANCIALS",ETFs,"ETFs Branchen"
IE00BM67HM91,A113FF,"X(IE)-MSCI WO.ENERGY 1CDL",ETFs,"ETFs Basic Resources"
IE00BM67HN09,A113FG,"DBX MSCI CONSUMER STAPLES",ETFs,"ETFs Branchen"
IE00BM67HP23,A113FH,"DBX MSCI WORLD CONSUMER",ETFs,"ETFs Branchen"
IE00BM67HQ30,A113FJ,"DBX MSCI WORLD UTILITIES",ETFs,"ETFs Branchen"
IE00BM67HR47,A113FK,"DBX MSCI WORLD TELECOM",ETFs,"ETFs Branchen"
IE00BM67HS53,A113FL,"DBX MSCI WORLD MATERIALS",ETFs,"ETFs Branchen"
IE00BM67HT60,A113FM,"DBX MSCI WORLD INFO TECH ETF",ETFs,"ETFs Branchen"
IE00BM67HV82,A113FN,"DBX MSCI INDUSTRIALS",ETFs,"ETFs Branchen"
IE00BM67HW99,A113FP,"DBX S&P 500 3C",ETFs,"ETFs Nordamerika"
IE00BM67HX07,A113FQ,"X(IE)-S+P 500 2CLSH",ETFs,"ETFs Nordamerika"
IE00BM8QRY62,A2QP64,"INVESCOMI SUP500 EQ WEIGH",ETFs,"ETFs Nordamerika"
IE00BM8QRZ79,A2QQ9R,"INVESCOM2 SOLAR ENERGY ET",ETFs,"ETFs Branchen"
IE00BM8QS095,A3CMY8,"INVESCOM2 MSCI CHINA TECH",ETFs,"ETFs Asien"
IE00BM8R0J59,A2QR39,"GL X-N.100 CC DLD",ETFs,"ETFs Nordamerika"
IE00BM8R0N95,A2QRCP,"GL X ETF-GLXGENBIOT DLA",ETFs,"ETFs Branchen"
IE00BM97MR69,A2P7TP,"X(IE)-US TR.USH BD 1CDL",ETFs,"ETFs Sonstige Bonds"
IE00BM9GRM34,A2QKWP,"FID.2-SGCBM E. INCDLD",ETFs,"ETFs Sonstige Bonds"
IE00BM9GRP64,A2QKWQ,"FID.2-SDEMB EFT INCDLD",ETFs,"ETFs Sonstige Bonds"
IE00BM9TSP27,A2QPTX,"WT.EM.MK.EXSTOESC DLA",ETFs,"ETFs Emerging Markets"
IE00BMBKBZ46,A2P6AX,ISHSV-S+P500H.CA.SECT.EHD,ETFs,"ETFs Branchen"
IE00BMC38736,A2QC5J,"VANECK SEMICONDUCT UC.ETF",ETFs,"ETFs Branchen"
IE00BMC5DV85,A2P2W6,"UBS FDSO-CMCI CO.CR.SFHEO",ETFs,"ETFs DAX"
IE00BMC7BF44,A2QMMB,"ISHS4-CNY GBE DLD",ETFs,"ETFs Sonstige Bonds"
IE00BMCZLH06,A2QA0V,"ISH3-DL DBB ETF CL-HDGEOA",ETFs,"ETFs Sonstige Bonds"
IE00BMCZLJ20,A2QA0W,"ISHSVI-EMWDMVE CLDLD",ETFs,"ETFs Welt"
IE00BMD8KP97,A2QPVX,"INVESCOM2 NASDAQ NEXTGEN",ETFs,"ETFs Nordamerika"
IE00BMDBM966,A2QFR0,"ISHS VI-EDG.M.M USD HDGDL",ETFs,"ETFs Europa Gesamt"
IE00BMDBMG37,A2QFR1,"ISHS EUR DLA",ETFs,"ETFs Europa Gesamt"
IE00BMDBMH44,A2QGKT,"ISHS7 M UKI ELE LSD",ETFs,"ETFs Europa Gesamt"
IE00BMDBMK72,A2QGKU,"ISHS3 M PXJ ELE DLA",ETFs,"ETFs Asien"
IE00BMDBMN04,A2QFXF,"ISHS 2 EO GR.BD EOD",ETFs,"ETFs Europa Bonds"
IE00BMDBMT65,A2QGU0,"INVESCOM2 MSCI PEXJAP ESG",ETFs,"ETFs Asien"
IE00BMDBMV87,A2QGU3,"INVESCOM2 MSCI JAPAN ESG",ETFs,"ETFs Asien"
IE00BMDBMW94,A2QGU2,"INVESCOM2 MSCI EUEXUK ESG",ETFs,"ETFs Europa Gesamt"
IE00BMDBMX02,A2QGU1,"INVESCOM2 EMU ESG UNI SCR",ETFs,"ETFs Europa Gesamt"
IE00BMDBMY19,A2QGUZ,"INVESCOM2 MSCI EM ESG UNI",ETFs,"ETFs Emerging Markets"
IE00BMDFDY08,A2QA0U,"ISHSII-EHYCBESG CL-HDGEOA",ETFs,"ETFs Sonstige Bonds"
IE00BMDH1538,A2QMWR,"VANECK HYD.ECO U.ETF ADLA",ETFs,"ETFs Basic Resources"
IE00BMDKNW35,A2QQ8F,"VANECK DI. ASSE EQ.UC.ETF",ETFs,"ETFs Basic Resources"
IE00BMDPBY65,A2P5CM,"FLS-SE6 PAC ETF EOA",ETFs,"ETFs Europa Gesamt"
IE00BMDPBZ72,A2P5CL,"FLS-SP5 PAC ETF DLA",ETFs,"ETFs Nordamerika"
IE00BMDV7354,A3CPEP,"JPMI-AAXJREIEE JPETFADDLA",ETFs,"ETFs Asien"
IE00BMDV7461,A3CPES,"JPMIRMBUSIEETF JPETFDDDLD",ETFs,"ETFs Sonstige Bonds"
IE00BMDV7578,A3CPEQ,"JPMICHAREIEE JPETFADDLA",ETFs,"ETFs Asien"
IE00BMDWYZ92,A2P4WJ,JPME-CB.TR.G.E..E.I.E.DLA,ETFs,"ETFs Nordamerika"
IE00BMDX0K95,A2P4U0,"CSIF(IE)ETF-FEPRANDGB ADL",ETFs,"ETFs Branchen"
IE00BMDX0L03,A2P4U1,"CSIF(IE)ETF-MUSSCELB BDL",ETFs,"ETFs Nordamerika"
IE00BMDX0M10,A2P4U2,"CSIF(IE)ETF-MWESGLMVB BDL",ETFs,"ETFs Welt"
IE00BMFKG444,A2QJU3,"XTR.IE-N.100E. 1CDLA",ETFs,"ETFs Nordamerika"
IE00BMFNW783,A3CPGE,"HANETF-AHCL DLA",ETFs,"ETFs Branchen"
IE00BMFNWC33,A3CPGF,"HANETF-SOLENER DLA",ETFs,"ETFs Branchen"
IE00BMG6Z448,A2QAFK,"ISHSIV-MSCI EM EX-CH.DLAC",ETFs,"ETFs Asien"
IE00BMGNVD65,A2P8AZ,"ISHSIII-CORE GL.A.BD DLDH",ETFs,"ETFs Sonstige Bonds"
IE00BMGRZP89,A2QPZ9,"HANETF-SASEQETF EOA",ETFs,"ETFs Branchen"
IE00BMH5VP31,A2QNSA,"ISHSVI-E.MSCIWLD M.V.EEOA",ETFs,"ETFs Welt"
IE00BMH5XY61,A2QPBX,"GL XETF-GLXECOM DLA",ETFs,"ETFs Branchen"
IE00BMH5Y327,A2QPB0,"GL X ETF-GXDCRSDI DLA",ETFs,"ETFs Branchen"
IE00BMH5Y871,A2QPB2,"GL X ETF-GXCYBERS DLA",ETFs,"ETFs Branchen"
IE00BMH5YF48,A2QPBV,"GL X ETF-GXCLDCOM DLA",ETFs,"ETFs Branchen"
IE00BMH5YL08,A2QPB4,"GL X ETF-GXCLNTCH DLA",ETFs,"ETFs Branchen"
IE00BMH5YR69,A2QPBY,"GL X ETF-GXAUTELV DLA",ETFs,"ETFs Branchen"
IE00BMP3HG27,A11471,"UBS DJ Glob. Select Divid. USD",ETFs,"ETFs Welt"
IE00BMP3HN93,A11477,"UBS I.ETF-MSCIUK.I.S.R.AD",ETFs,"ETFs Europa Gesamt"
IE00BMQ5Y557,A2P58Y,"TABULA-TGIGCCS EFT(EO)EOA",ETFs,"ETFs Europa Bonds"
IE00BMQ8YK98,A3CT5D,"HANETF-ETCGBCEQ DLA",ETFs,"ETFs Basic Resources"
IE00BMTM6B32,A3GM4L,"WITR MU.AS.I. ETP 2062",ETFs,"ETFs DAX"
IE00BMTM6C49,A3GM4M,"WITR MU.AS.I. ETP 2062",ETFs,"ETFs DAX"
IE00BMTM6D55,A3GM4K,"WITR MU.AS.I. ETP 2062",ETFs,"ETFs DAX"
IE00BMTX1Y45,A2QAJB,ISHSVI-ISH.SP500S.U.E.DLA,ETFs,"ETFs Nordamerika"
IE00BMTX2B82,A2P9XA,"ISHS UCITS EOA",ETFs,"ETFs Europa Gesamt"
IE00BMVB5K07,A2P7TN,"VAN.-L.20EQ ETF EOA",ETFs,"ETFs Sonstige Bonds"
IE00BMVB5L14,A2P7TG,"VAN.-L.20EQ ETF EOD",ETFs,"ETFs Sonstige Bonds"
IE00BMVB5M21,A2P7TJ,"VAN.-L.40EQ ETF EOA",ETFs,"ETFs Sonstige Bonds"
IE00BMVB5N38,A2P7TL,"VAN.-L.40EQ ETF EOD",ETFs,"ETFs Sonstige Bonds"
IE00BMVB5P51,A2P7TK,"VAN.-L.60EQ ETF EOA",ETFs,"ETFs Sonstige Bonds"
IE00BMVB5Q68,A2P7TM,"VAN.-L.60EQ ETF EOD",ETFs,"ETFs Sonstige Bonds"
IE00BMVB5R75,A2P7TF,"VAN.-L.80EQ ETF EOA",ETFs,"ETFs Sonstige Bonds"
IE00BMVB5S82,A2P7TH,"VAN.-L.80EQ ETF EOD",ETFs,"ETFs Sonstige Bonds"
IE00BMW3NY56,A11562,"IM-I.G.SACHS EQ.FA.I.EU.A",ETFs,"ETFs Europa Gesamt"
IE00BMW3QX54,A12DB1,"L+G-L+G R.GBL ROB.AUTOM.",ETFs,"ETFs Branchen"
IE00BMW42074,A2QBZ2,"ISVP.-IS.M.ECSS EOA",ETFs,"ETFs Europa Gesamt"
IE00BMW42181,A2QBZ0,"ISVP.-ISH.M.HCS EOA",ETFs,"ETFs Europa Gesamt"
IE00BMW42298,A2QBZ7,"ISVP.-IS.M.ECDS EOA",ETFs,"ETFs Europa Gesamt"
IE00BMW42306,A2QBZ4,"ISVP.-IS.M.EFS EOA",ETFs,"ETFs Europa Gesamt"
IE00BMW42413,A2QBZ3,"ISVP.-IS.M.EITS EOA",ETFs,"ETFs Europa Gesamt"
IE00BMW42520,A2QBZ6,"ISVP.-IS.M.EIS EOA",ETFs,"ETFs Europa Gesamt"
IE00BMW42637,A2QBZ1,"ISVP.-IS.M.EES EOA",ETFs,"ETFs Europa Gesamt"
IE00BMWXKN31,A2QHV0,"HSBCE.HG SG T. HDA",ETFs,"ETFs Asien"
IE00BMX0B524,A2P742,"VANG.UK GILT HGDEOA",ETFs,"ETFs Europa Bonds"
IE00BMX0B631,A2P741,"VANG.USD TR. HGDEOA",ETFs,"ETFs Sonstige Bonds"
IE00BMX0DF60,A2P64W,"ISHS V-US MED.DEV.ETF DLA",ETFs,"ETFs Branchen"
IE00BMXC7V63,A2QQYY,"IS7-SP5 P.A.C. DLA",ETFs,"ETFs Nordamerika"
IE00BMXC7W70,A2QQYX,"IS3-MS.W.P.A.C. DLA",ETFs,"ETFs Welt"
IE00BMXWRM76,A2QGBX,"WDMTR.EUR.UN.BD EOA",ETFs,"ETFs Europa Bonds"
IE00BMY76136,A2P63R,"X(IE)-MSCI WORLD 2C EOH",ETFs,"ETFs Welt"
IE00BMYDBG17,A2QMT3,"FLSHI DM LV CEE DLA",ETFs,"ETFs Nordamerika"
IE00BMYDBH24,A2QNBQ,"FLXSH EM HDCE E DLD",ETFs,"ETFs Emerging Markets"
IE00BMYDBM76,A2QMT4,"FLSHI DM HD CEE DLD",ETFs,"ETFs Nordamerika"
IE00BMYDBN83,A2QNBP,"FLXSH EM LVCE E DLA",ETFs,"ETFs Emerging Markets"
IE00BMYDM794,A2QMAL,"LGUE-HYDR.ECO. DLA",ETFs,"ETFs Basic Resources"
IE00BMYDM919,A2QK9U,"L+G-EU.EX UK EQ EOD",ETFs,"ETFs Europa Gesamt"
IE00BMYDMB35,A2QK9W,"L+G QUEQDIESGEXASPAEXJ D",ETFs,"ETFs Asien"
IE00BMYDMD58,A2QMAM,"LGUE-ESG GR.BD EOD",ETFs,"ETFs Europa Bonds"
IE00BMYMHS24,A2P5A6,"HANETF-ASASGE EOA",ETFs,"ETFs Emerging Markets"
IE00BMZ17T93,A2QDPY,"ISIVMSCIWLDSRIU HLSD",ETFs,"ETFs Welt"
IE00BMZ17W23,A2QDP2,"ISIVMSCIWLDSRIU HEOD",ETFs,"ETFs Welt"
IE00BMZ17X30,A2QDP1,"ISIVMSCIWLDSRIU HDLD",ETFs,"ETFs Welt"
IE00BN0YSJ74,A2QEDQ,"OSI-O.F.BIOD. 1ADLA",ETFs,"ETFs Branchen"
IE00BN0YSK89,A2QEDN,"OSI-O.F.BIOD. 1AEOA",ETFs,"ETFs Branchen"
IE00BN4GXL63,A2QJ93,"TBLI PRSAL EIE EOA",ETFs,"ETFs Sonstige Bonds"
IE00BN4PXC48,A2QNQK,"UIE-C.A.G.D.E.C ADLA",ETFs,"ETFs Welt"
IE00BN4Q0370,A2QNQJ,"UIE-WRLD C.P.A. ADLA",ETFs,"ETFs Welt"
IE00BN4Q0602,A2QNQQ,"UIE-USA C.P.A. ADLA",ETFs,"ETFs Nordamerika"
IE00BN4Q0933,A2QNQM,"UIE-EUR.C.P.A. AEOA",ETFs,"ETFs Europa Gesamt"
IE00BN4Q0L55,A2QNQH,"UIE-EMU C.P.A. AEOA",ETFs,"ETFs Europa Gesamt"
IE00BN4Q0P93,A2QNQN,"UIE-ACWI C.P.A. ADLA",ETFs,"ETFs Welt"
IE00BN4Q0X77,A2QNQP,"UIE-JP C.P.A. AYNA",ETFs,"ETFs Asien"
IE00BN4Q1675,A2QNQL,"UIE-EM C.P.A. ADLA",ETFs,"ETFs Emerging Markets"
IE00BN76Y761,A3CPGH,"HANETF-USGLJETS DLA",ETFs,"ETFs Branchen"
IE00BN7JGL35,A2QKWN,"HANETF-GLB.ONL.RET.UE DLA",ETFs,"ETFs Branchen"
IE00BN92ZL31,A2QR13,"IS3-MS.W.P.A.C. DLD",ETFs,"ETFs Welt"
IE00BN940Z87,A2QG32,"UIFS-C.C.C.X-A. ADLA",ETFs,"ETFs DAX"
IE00BN941009,A2QG31,"UIFS-C.C.C.X-A. AHGDEOA",ETFs,"ETFs DAX"
IE00BNC0M350,A3CM9R,"UBS(I)USA E.U. ADLA",ETFs,"ETFs Nordamerika"
IE00BNC0M681,A3CM9S,"UBS(I)EUR.E.U. AEOA",ETFs,"ETFs Europa Gesamt"
IE00BNC0M913,A3CM9U,"UBS(I)E.E.UN. AEOA",ETFs,"ETFs Europa Gesamt"
IE00BNC0MD55,A3CM9V,"UBS(I)JAP.E.U. AYNA",ETFs,"ETFs Asien"
IE00BNC1F287,A2QG4B,"HANETF-IC.G.D.E. DLA",ETFs,"ETFs Branchen"
IE00BNC1G699,A2QGNE,"XTR.MS.EMU ESG 1CEOA",ETFs,"ETFs Europa Gesamt"
IE00BNC1G707,A2QGNF,"XTR.MS.US C.S. 1DDLD",ETFs,"ETFs Nordamerika"
IE00BNDS1P30,A2QL8W,"VAF-ESG G.C.B.E HGDEOA",ETFs,"ETFs Sonstige Bonds"
IE00BNDS1Q47,A2QL8X,"VAF-ESG G.C.B.E HGDEOD",ETFs,"ETFs Sonstige Bonds"
IE00BNG8L278,A2QL8U,"VAF-ESG G.A.C.E DLA",ETFs,"ETFs Welt"
IE00BNG8L385,A2QL8V,"VAF-ESG G.A.C.E DLD",ETFs,"ETFs Welt"
IE00BNGFMX61,A2QD43,"FIDLTY-SREJEQ ACCYNA",ETFs,"ETFs Asien"
IE00BNGFMY78,A2QD42,"FIDLTY-SREPXJE ACCDLA",ETFs,"ETFs Asien"
IE00BNGJJT35,A2QP63,"INVESCOMI SUP500 EQ WEIGH",ETFs,"ETFs Nordamerika"
IE00BNH72088,A12CZS,"SPDR REF.GBL CONV.BD D",ETFs,"ETFs Sonstige Bonds"
IE00BNKF6C99,DBX0AB,"XTR.EUR.CON.D. 1CEOA",ETFs,"ETFs Branchen"
IE00BNRQM384,A2QMHS,"INVESCOMI NASDAQ100 SWAP",ETFs,"ETFs Nordamerika"
IE00BNTVVR89,A3CPAP,"HANETF-AUAG ESG DLA",ETFs,"ETFs Basic Resources"
IE00BP2C0316,A3CRZZ,"HSBC E-MEUCPAE EOA",ETFs,"ETFs Europa Gesamt"
IE00BP2C1S34,A3CRZY,"HSBC E-MUSCPAE DLA",ETFs,"ETFs Nordamerika"
IE00BP2C1V62,A3CRZX,"HSBC E-MWCPAE DLA",ETFs,"ETFs Welt"
IE00BP2NF958,A3CPER,"JPM-JPN REIEQ(ESG)ETF DLA",ETFs,"ETFs Asien"
IE00BP3QZ601,A12ATE,"MSCI WORLD QUALITY FACTOR UCITS ETF",ETFs,"ETFs Welt"
IE00BP3QZ825,A12ATF,"MSCI WORLD MOMENTUM FACTOR UCITS ETF",ETFs,"ETFs Welt"
IE00BP3QZB59,A12ATG,"MSCI WORLD VALUE FACTOR UCITS ETF",ETFs,"ETFs Welt"
IE00BP3QZD73,A12ATH,"MSCI WORLD SIZE FACTOR UCITS ETF",ETFs,"ETFs Welt"
IE00BP3QZJ36,A12ATD,"ISIV-MSCI FRAN. U.ETF EOA",ETFs,"ETFs Europa Gesamt"
IE00BP46NG52,A119P6,"SPDR BofA 0-5 Yr. EM USD Gov. Bd",ETFs,"ETFs Sonstige Bonds"
IE00BP8FKB21,A118P8,"X(IE)-FTSE D.E.XUK R.E.1C",ETFs,"ETFs Europa Gesamt"
IE00BP9F2J32,A118V8,"PIMCO LOW DUR EURO CORP BOND",ETFs,"ETFs Europa Bonds"
IE00BPRCH686,A119GW,"INVESCOMI JPX-NIKKEI 400",ETFs,"ETFs Asien"
IE00BPVLQD13,A119J2,"X(IE)-MSCIJAESGSC 1D",ETFs,"ETFs Asien"
IE00BPVLQF37,A119J3,"X(IE)-MSCIJAESGSC 2DLSH",ETFs,"ETFs Asien"
IE00BQ70R696,A12CCJ,"INVESCOMI NASDAQ BIOTECH",ETFs,"ETFs Branchen"
IE00BQN1K562,A12DPM,"ISHARES MSCI EUROPE QUALITY",ETFs,"ETFs Europa Gesamt"
IE00BQN1K786,A12DPN,"ISHARES MSCI EUROPE MOMENTUM",ETFs,"ETFs Europa Gesamt"
IE00BQN1K901,A12DPP,"ISHARES MSCI EUROPE VALUE",ETFs,"ETFs Europa Gesamt"
IE00BQN1KC32,A12DPQ,"ISHARES MSCI EUROPE SIZE",ETFs,"ETFs Europa Gesamt"
IE00BQQ3Q067,A12HUR,"WISDOMTREE E.M.EQ.INC.ETF",ETFs,"ETFs Emerging Markets"
IE00BQQP9F84,A12CCL,"VANECK GOLD MINERS UC.ETF",ETFs,"ETFs Basic Resources"
IE00BQQP9G91,A12CCM,"VANECK J. GOLD MIN.UC.ETF",ETFs,"ETFs Basic Resources"
IE00BQQP9H09,A12CCN,"VANECK MST US MOAT UC.ETF",ETFs,"ETFs Nordamerika"
IE00BQQPV184,A3C9EU,"SSGA-JA.CL.PA.A YNA",ETFs,"ETFs Asien"
IE00BQT3WG13,A12DPT,"ISHSIV-MSCI CHINA A DL A",ETFs,"ETFs Asien"
IE00BQWJFQ70,A12EAR,"SPDR MORNINGST.MA.G.I.UE",ETFs,"ETFs Branchen"
IE00BQXKVQ19,A12B98,"X(IE)-MSCI GCC SEL.SW. 1C",ETFs,"ETFs Emerging Markets"
IE00BQZJBM26,A12HUS,"WISDOMTREE E.M.SC DIV.ETF",ETFs,"ETFs Emerging Markets"
IE00BQZJBQ63,A12HUV,"WISDOMTREE US EQ.INC. ETF",ETFs,"ETFs Nordamerika"
IE00BQZJBX31,A12HUT,"WISDOMTREE EUR.EQ.INC.ETF",ETFs,"ETFs Europa Gesamt"
IE00BQZJC527,A12HUU,"WISDOMTREE EUR.SC.DIV.ETF",ETFs,"ETFs Europa Gesamt"
IE00BRB36B93,A12C16,"X(IE)-MSCIJAESGSC 3CEOH",ETFs,"ETFs Asien"
IE00BRHZ0398,A12DPU,"ISHSIII-MSCI T.UK RE LSD",ETFs,"ETFs Europa Gesamt"
IE00BRKWGL70,A12DYR,"I.M.-I.S+P 500 UETF AEOH",ETFs,"ETFs Nordamerika"
IE00BS7K8821,A12DYT,"SPDR Barlys 3-5 Yr. Euro Gov. Bd",ETFs,"ETFs Europa Bonds"
IE00BSJCQV56,A14P7G,"FTSE EPRA N.D.E.XUK I.UE",ETFs,"ETFs Europa Gesamt"
IE00BSKRJX20,A12HMZ,"ISHARES EURO GOV. BOND 20+YR TARGET DUR. UCITS ETF",ETFs,"ETFs Europa Bonds"
IE00BSKRJZ44,A12HL9,"ISHARES TREASURY BOND 20+ YR",ETFs,"ETFs Sonstige Bonds"
IE00BSKRK281,A12HSP,"ISHSIII-EO C.B.BBB-BB EOD",ETFs,"ETFs Europa Bonds"
IE00BSPLC298,A12HU7,"SPDR MSCI EUR.SM.CA.VALUE",ETFs,"ETFs Europa Gesamt"
IE00BSPLC306,A12HU6,"MSCI EU VALUE WEIGHTED",ETFs,"ETFs Europa Gesamt"
IE00BSPLC413,A12HU5,"SPDR MSCI US.S.C.V.W.UETF",ETFs,"ETFs Nordamerika"
IE00BSPLC520,A12HU4,"SPDR MSCI USA VAL.UCI.ETF",ETFs,"ETFs Nordamerika"
IE00BTGD1B38,A12GMT,"X(IE)-MSCIJAESGSC 4CDLH",ETFs,"ETFs Asien"
IE00BTJRMP35,A12GVR,"X(IE)-MSCI EM.MKTS 1CDL",ETFs,"ETFs Emerging Markets"
IE00BVDPJP67,A14MS6,"IS MSCI XUK GBP H.U.ETF D",ETFs,"ETFs Europa Gesamt"
IE00BVFZGC04,A18C5F,"WITR MU.AS.I.WTI OIL ETC",ETFs,"ETFs DAX"
IE00BVFZGD11,A179AH,"WITR MU.AS.I.BRENTOIL",ETFs,"ETFs DAX"
IE00BVGC6645,A14MTZ,"Source JPX-Nikkei 400 Eur hedgd",ETFs,"ETFs Asien"
IE00BVXBH163,A14SCC,"WISDOMTREE EUR.EQ.U.E.DLH",ETFs,"ETFs Europa Gesamt"
IE00BVXC4854,A14SCB,"WISDOMTREE JAP.EQ.U.E.DLH",ETFs,"ETFs Asien"
IE00BVZ6SP04,A14PHG,"PIMCO EURO SHRT SOURCE ACC",ETFs,"ETFs Europa Bonds"
IE00BWBXM278,A14QBY,"SPDR S&P U.S. CONSUMER DISCRETIO",ETFs,"ETFs Branchen"
IE00BWBXM385,A14QBZ,"SPDR S&P U.S. CONSUMER STAPLES S",ETFs,"ETFs Branchen"
IE00BWBXM492,A14QB0,"SPDR S+P US EN.SEL.S.UETF",ETFs,"ETFs Basic Resources"
IE00BWBXM500,A14QB1,"SPDR S+P US FIN.SE.S.UETF",ETFs,"ETFs Branchen"
IE00BWBXM617,A14QB2,"SPDR S+P US H.C.S.S.UETF",ETFs,"ETFs Branchen"
IE00BWBXM724,A14QB3,"SPDR S&P U.S. INDUSTRIALS SELECT",ETFs,"ETFs Branchen"
IE00BWBXM831,A14QB4,"SPDR S&P U.S. MATERIALS SELECT",ETFs,"ETFs Branchen"
IE00BWBXM948,A14QB5,"SPDR S+P US TECH.S.S.UETF",ETFs,"ETFs Branchen"
IE00BWBXMB69,A14QB6,"SPDR S+P US UTIL.S.S.UETF",ETFs,"ETFs Branchen"
IE00BWK1SP74,A14R3K,"ISHSVII-MSCI EMU SF H.ACC",ETFs,"ETFs Europa Gesamt"
IE00BWT3KJ20,A14Y6U,UBS(I)-F.MS.US.L.V.AAHEO,ETFs,"ETFs Nordamerika"
IE00BWT3KL42,A14Y6V,"UBS(I)-F.MSCI US.P.V.AAHE",ETFs,"ETFs Nordamerika"
IE00BWT3KN65,A14Y6W,"UBS(I)-FA.MSCI US.QU.AAHE",ETFs,"ETFs Nordamerika"
IE00BWTN6Y99,A14RHD,"IMIII-I.S+P500H.D.L.V. A",ETFs,"ETFs Nordamerika"
IE00BWTNM743,A14S1N,"FIR.T.G.-JAP.ALPHDEX A YN",ETFs,"ETFs Asien"
IE00BWTNM966,A14S1P,"FIR.T.G.-GER.ALPHDEX A EO",ETFs,"ETFs Deutschland"
IE00BWZN1T31,A14SMA,"ISHARES MSCI EMU USD",ETFs,"ETFs Europa Gesamt"
IE00BX7RQY03,A14XL8,"UBS(I)-F.MSCI US.L.V.ADDL",ETFs,"ETFs Nordamerika"
IE00BX7RR706,A14XL9,"UBS(I)-F.MSCI US.P.V.ADDL",ETFs,"ETFs Nordamerika"
IE00BX7RRJ27,A14XMA,"UBS(I)-FA.MSCI US.QU.ADDL",ETFs,"ETFs Nordamerika"
IE00BXDZNK39,A14Z35,"UBS(I)-FA.MSCI US.QU.ADHL",ETFs,"ETFs Nordamerika"
IE00BYM31M36,A2AFCX,"ISHARES HIGH YIELD CORP",ETFs,"ETFs Sonstige Bonds"
IE00BYM8JD58,A2ABQ2,"INVESCOMI US REAL ESTATE",ETFs,"ETFs Branchen"
IE00BYMB4Q22,A2D1VD,"WITR MU.AS.I. ETP 2062",ETFs,"ETFs Europa Gesamt"
IE00BYML9W36,A1405W,"I.M.-I.S+P 500 UETF D",ETFs,"ETFs Nordamerika"
IE00BYMLZY74,A2AE1P,"WISDOMTREE ENH.COM.U.E.DA",ETFs,"ETFs Basic Resources"
IE00BYMS5W68,A2DHWJ,"IM-I.KBW NASDAQ FINTECH A",ETFs,"ETFs Branchen"
IE00BYNXNS22,A17HAG,"WITR MU.AS.I. ETP 2062",ETFs,"ETFs Europa Bonds"
IE00BYNXPH56,A17HAF,"WITR MU.AS.I. ETP",ETFs,"ETFs Europa Bonds"
IE00BYNXPJ70,A3GMCH,"WITR MU.AS.I. ETP 2062",ETFs,"ETFs Sonstige Bonds"
IE00BYPC1H27,A14T8G,"ISHSIV - ISH.CHIN.BD.U.ET",ETFs,"ETFs Sonstige Bonds"
IE00BYPGTJ26,A14YTZ,"WISDOMTREE UK EQ.INC. ETF",ETFs,"ETFs Europa Gesamt"
IE00BYPHT736,A2ACJ8,"X(IE)-IB.EO C.B.Y.P. 1D",ETFs,"ETFs Europa Bonds"
IE00BYPLS672,A14WU5,"L+G-L+G CYBER SEC.U.ETF",ETFs,"ETFs Branchen"
IE00BYQCZF74,A143NM,"WISDOMTRE.JAP.E.U.ETF LSH",ETFs,"ETFs Asien"
